"NAME","VPIP","PFR","CBET","AF","WSD","hands"
"289b0469",41,28,0,1,56,29
"8a68438c",83,83,20,1,50,6
"224a2e58",80,40,0,0,33,6
"8ded5228",62,43,11,1,62,21
"df9bc7b9",55,34,50,10,33,29
"bc4e0045",38,6,0,2.5,0,16
"7f70adb2",45,9,50,4,0,22
"fe17843a",32,11,50,2,100,22
"ee1d64a3",50,38,33,2,0,8
"c0f291e0",58,32,0,0,44,19
"aa4e6f97",57,50,14,2,100,14
"051c58f6",36,14,0,2,NA,14
"30c92f16",61,44,12,2,29,19
"a2609f67",41,27,17,2.67,67,22
"feea9f41",0,0,NA,0,NA,1
"3e6b0f86",0,0,NA,0,100,1
"87bbfc8e",33,33,0,1,100,6
"6ef98f20",33,33,0,0,NA,6
"d85b52e1",73,9,0,5,33,11
"980e02c6",73,64,43,2,67,11
"c4313ca5",46,19,0,4,60,37
"f918c20c",50,20,0,2.5,40,10
"8f5681d5",100,100,100,3,0,1
"46711d3f",58,29,0,0.86,57,38
"5fc5db23",52,44,0,2,67,25
"b02cfc7c",32,5,0,5,50,19
"f5dfbe5a",22,22,0,2,100,10
"7763452f",60,30,0,6,100,10
"696fac87",46,0,NA,1,43,26
"2924546f",50,50,33,7,33,18
"c041f4a6",50,25,0,2,0,12
"03eb2637",52,48,45,8,40,23
"e259f9c4",75,25,38,1.14,56,32
"4a37e3e7",55,28,12,2,40,29
"4b48267a",67,17,100,2.5,50,6
"648d9d18",61,39,17,0.91,44,31
"34e88711",71,47,38,2.5,57,17
"adc125b9",83,33,50,1.33,0,6
"75082a51",57,29,25,4,67,14
"bd5100f3",21,7,0,0,100,14
"09e61cd1",38,25,10,1.27,56,84
"5f29bce6",44,22,0,0,50,9
"a49d9153",48,4,0,1.67,0,23
"2cadc0f2",55,27,67,10,100,11
"5a37d401",39,24,17,13,50,49
"94f8249b",33,24,0,0,50,21
"13e34245",30,10,50,3,33,21
"6d088111",39,26,6,2.75,67,62
"59eb66c5",74,56,7,1,56,31
"46af6658",43,29,20,3.5,43,35
"feb1e888",42,42,20,1,60,13
"5f70e590",51,26,0,3,25,35
"0b378481",64,27,17,5,50,22
"bfba7106",100,50,0,2,100,2
"6e6b1127",50,0,NA,1,NA,2
"4787de1f",76,6,0,0.4,44,18
"084d42f6",80,60,33,0.6,75,5
"00394ea7",75,0,NA,2,33,4
"2bd258d7",65,25,20,1.2,100,20
"b5bb4ff3",78,33,33,8,0,9
"dd852629",54,29,0,4,75,37
"eeaa2ece",35,35,29,4,25,20
"f8dd0503",30,7,0,1,60,43
"1d289153",61,52,8,2,25,23
"1b2bf1cb",31,15,25,3,100,26
"550b7f54",27,18,0,3,100,26
"66dd908c",76,0,NA,0,57,17
"fb231082",65,65,7,1.5,33,23
"300164c2",33,0,NA,2,0,3
"81842545",41,28,0,2,50,29
"566d70f5",78,56,20,0.33,33,9
"049efd42",55,29,11,7,57,32
"9a56ba55",100,100,0,0,40,11
"5a918970",55,27,33,1,44,33
"beec366e",48,22,20,9,75,23
"5cead2ea",30,13,33,2.5,50,23
"ae0b3e8e",86,14,50,2,50,15
"0f4a8e9f",70,20,50,0.5,0,10
"bc323047",50,27,0,3.33,0,22
"272b8e83",100,75,0,0,33,4
"3a4e2257",43,4,100,5,62,23
"050854c3",29,8,0,0,50,24
"19f5ae79",33,0,NA,0.5,100,6
"b99b71cf",30,30,0,1,0,10
"866663fe",44,21,0,0.75,20,39
"095afcb0",30,20,50,4,33,10
"38b87d95",40,0,NA,1.5,100,10
"56a1cb04",58,0,NA,1,25,12
"fa47b359",67,25,0,2,100,12
"fbead195",17,17,50,3,0,12
"bfe42ce0",52,4,0,4.33,75,29
"69b519fb",31,21,17,3,50,29
"18b3567a",33,0,NA,2,0,6
"1cf7b48b",67,0,NA,1,100,6
"c30cc44d",69,25,25,1.33,50,16
"40e8b916",77,50,23,4.25,38,28
"70e724e4",41,12,0,2,67,17
"547cd337",60,40,0,1,0,5
"9a509214",43,29,0,0.67,0,7
"b9d00185",35,10,0,4,100,20
"04dbd3a7",50,20,50,4.5,50,10
"c0a95ea4",60,20,50,1,100,10
"9729a6b5",100,0,NA,0.25,0,2
"f51f19f4",50,6,0,2.8,40,16
"4024009b",64,32,43,6,100,22
"436edb91",33,33,0,0,0,4
"5fa32462",50,50,17,0.67,20,14
"c4b415d8",36,21,29,1.5,67,33
"6d7dec2b",42,3,0,1.56,69,62
"c03800fe",29,14,0,2,0,7
"50eb9cb7",67,50,17,1,67,13
"c983e565",54,38,40,1,67,13
"322ae8eb",77,46,50,8,50,13
"eb24dc8d",60,7,0,0.67,38,15
"25ac318a",67,13,0,2.2,80,15
"239c0da8",76,38,25,8,60,22
"5d755037",50,50,0,0,0,4
"52704f1c",42,2,0,6,71,59
"19d1a00d",64,45,20,2,33,11
"65cf3b26",31,15,50,0.33,0,13
"ea24cec1",72,24,33,11,67,25
"5293b46f",31,23,6,3,75,86
"3ad9573c",40,28,6,2,30,60
"40f5f59e",67,67,0,1,100,3
"58284da5",33,0,NA,0,NA,3
"81bc29ab",58,0,NA,0.71,50,24
"9ee7415c",35,27,15,10,40,51
"0d5ef11c",29,14,100,4,0,7
"21613f48",35,31,6,2.75,33,52
"01ce2a9d",80,0,NA,0.2,0,5
"5823af5d",41,25,0,1.33,67,33
"ebf87117",50,50,0,0,100,2
"3c80ef34",50,50,0,0,NA,2
"d7e6a415",100,100,50,2,0,2
"4a986b87",67,11,100,1.5,75,9
"0006db09",38,24,20,0.5,71,21
"ce4f5c39",60,0,NA,4,0,10
"e5cecd28",62,50,38,2,40,16
"92977a65",43,7,0,2,33,14
"638d0be9",62,0,NA,2,67,13
"8ac08fe1",33,33,0,0,50,6
"f049d982",73,27,75,2,33,15
"b46624b0",36,21,6,1.67,65,96
"96764982",22,0,NA,0,100,9
"5a80e342",38,25,100,3,50,9
"849fc03e",100,100,0,0,0,3
"22da5b90",50,0,NA,0,0,2
"32e7041d",0,0,NA,0,NA,3
"2f442bda",100,33,0,1,100,3
"07c2db35",50,33,50,5,100,7
"562d0047",43,14,0,0,NA,7
"3fe4698f",60,40,100,3,100,5
"d4706109",50,18,0,1.38,56,47
"52ab8921",46,39,9,0.62,20,29
"9ded2c0e",50,25,0,1,33,8
"1b154804",70,10,100,3,67,10
"effbb387",60,53,6,1.5,33,31
"830bcd82",48,42,15,3,75,31
"aa4271c8",79,53,20,0.6,50,20
"391858f5",55,0,NA,1.17,25,11
"8f0cdb54",82,45,60,9,75,11
"4298d2a1",27,23,29,1,86,33
"52ef3e93",58,19,20,2.5,0,31
"597f9e61",31,27,14,3,50,26
"6f4bc75d",53,20,33,5,0,15
"a8e118ab",41,32,14,3,20,22
"6f0c9517",33,33,100,1.5,25,9
"2fc4d21a",54,15,0,2,62,41
"cb2a9f2b",42,0,NA,1.5,25,19
"787b4800",67,67,0,0,100,3
"a4d969b5",33,0,NA,1,NA,3
"8514f856",62,50,25,0.67,0,8
"45004762",50,12,100,5,100,8
"0bdd7b26",100,100,0,0,0,1
"6cf4af7d",24,14,33,4,67,21
"1ce16dcd",47,5,0,1.5,50,21
"ed33be23",100,0,NA,3,0,1
"71f1278b",50,8,0,1,60,12
"3e6ac76f",42,17,0,6,100,12
"dc82673d",33,33,0,0,NA,12
"c3c0f780",50,31,21,3.67,67,63
"d2e79d79",100,100,100,1,0,1
"fe66a346",76,71,40,11,67,21
"78ee0103",100,100,0,0,0,1
"5a80dc0f",100,20,0,0.5,0,5
"336be4c5",34,31,0,1,60,32
"198977e4",61,11,0,3.33,67,18
"573c6e77",43,14,0,1,0,7
"eaa3ddee",58,32,17,6,50,19
"30641d06",86,71,0,0,33,8
"38babe03",75,50,0,2,67,4
"7650a3e9",100,25,100,1,67,4
"cf7e9097",31,12,50,5,33,16
"cdf39ac0",69,50,15,5,33,29
"df427f48",83,50,0,2,50,6
"877f86cc",33,33,0,0,100,6
"80590de4",64,50,14,0.33,67,14
"f5cb2031",41,38,17,3,50,32
"8783d038",52,22,0,8,100,27
"6a280e4b",41,35,17,3,0,17
"c4915d21",56,33,0,3,0,9
"886c77a8",35,20,0,1,50,21
"7b8a1630",39,24,11,5,88,40
"a1364adb",61,43,0,3,17,23
"439de092",28,11,100,5,25,18
"85e1ae82",57,17,0,1,71,23
"468cb9bf",0,0,NA,0,100,4
"34113018",100,0,NA,2,50,4
"986eefa9",45,9,0,2,100,11
"540649cf",80,40,25,0.67,25,10
"ac7abb4b",65,35,67,2.6,75,17
"9ddf4030",30,13,25,3,50,31
"56ab69be",52,39,17,5,67,31
"c7f0b567",67,20,33,1,20,15
"079236c4",62,54,43,3,50,13
"f988b72b",30,10,0,3,0,10
"2193fe06",48,48,38,9,75,27
"830fd637",53,13,0,0.1,50,30
"6feab85c",57,36,24,4.75,44,47
"0fbcb7e5",71,41,0,9,67,21
"7d1d73f2",75,25,0,0,0,4
"4ab9558a",80,40,0,1,100,5
"0c6c9f2a",50,50,50,5,100,4
"ad3df68b",50,25,0,0,NA,4
"a18b0eba",52,16,25,0.86,70,25
"75d5aab4",50,20,25,2.33,57,20
"40b2d3dd",50,31,40,2,0,16
"141752c1",33,31,27,12,40,48
"e80438d1",58,0,NA,0.5,60,21
"2609221c",82,27,0,7,57,11
"27685e4b",53,20,33,1.33,50,15
"5388113e",50,27,33,9,75,22
"048ae916",64,18,0,0,33,11
"3bb281f2",56,19,0,0.67,0,16
"706476fe",76,24,25,7,67,17
"0bd141e1",38,12,0,1.67,40,26
"d0a867da",63,24,33,7,71,43
"59b890d7",67,7,0,1.2,100,15
"a64922a0",50,42,20,5,33,12
"f88570bc",14,14,0,0,100,7
"c8eaee0e",57,0,NA,1,50,7
"5b88769c",67,67,0,0,100,6
"61055829",100,0,NA,0,0,1
"b5e4b5d9",24,9,33,1.33,50,33
"ab86de5d",36,27,0,0.5,80,33
"d4223cb4",100,0,NA,0,0,1
"978814f6",47,18,0,1.33,65,73
"59a453b1",70,30,17,1.75,60,20
"565d22e1",15,15,0,5,100,20
"38f43c89",50,50,0,0,0,2
"1b258de6",58,4,0,1,83,26
"96a125b0",68,56,57,14,20,25
"f01ed37b",50,14,50,1.5,80,14
"1995f449",100,0,NA,2,0,1
"6c309ed3",100,0,NA,1,0,1
"8a0f16a0",60,36,44,2,75,26
"23f68a64",100,0,NA,5,0,5
"5aa7e4b3",45,45,22,2.33,60,20
"55d77dc7",44,15,0,2,50,27
"07e00b6d",48,36,0,2,20,25
"6b9f7397",100,100,0,0,100,9
"b7a19ece",50,0,NA,0,50,6
"b393aec6",21,14,0,0.5,100,14
"46981501",43,7,0,0.67,33,14
"f29b4bf3",50,24,12,3.67,67,66
"7f62dcd9",100,0,NA,1,0,1
"68e0a1b6",67,0,NA,1,0,3
"1b6f270b",59,41,0,5,64,40
"988b9036",50,14,0,5,100,22
"a8653228",40,40,0,1,0,5
"04d781a3",75,0,NA,4,100,5
"6e73f933",50,16,14,1.88,69,44
"3d3345f1",56,0,NA,2,0,9
"dde63276",16,16,0,1,50,38
"48957498",43,29,50,3,0,7
"eb271124",43,24,22,8,60,37
"761aa3db",22,0,NA,1,0,9
"b99680fe",41,35,0,1.2,14,37
"3bef4f08",55,0,NA,0.33,50,11
"9d2884fa",27,0,NA,5,100,11
"8fc4d36c",68,17,12,5.5,43,69
"ce5403bf",86,86,0,0,33,7
"c7ffc57f",56,22,50,6,50,9
"c372a1b7",60,12,33,3,67,25
"c375c2ea",53,30,22,2.5,57,30
"8d6f7c8b",54,0,NA,2.67,62,29
"e77ef989",52,7,0,0.83,14,28
"7c8ccc44",40,27,25,0.33,33,15
"62bf03be",55,20,12,11,62,40
"f574415f",29,8,20,15,60,65
"43e7de26",41,18,0,1.73,33,105
"676f4c31",39,30,14,4,0,23
"54676473",50,14,0,5,33,18
"c8f62532",88,31,60,7,50,19
"d6f66b59",43,43,33,2,0,7
"721df528",65,54,14,1.25,40,26
"7aa0e682",61,22,0,2.33,64,58
"a1115754",29,15,20,3,33,34
"2aebd1eb",67,33,50,2,50,6
"f8acd0ae",100,67,25,5,100,6
"014c53f3",37,23,20,7.5,60,43
"ef488946",71,0,NA,0.75,50,8
"86c9ef9f",62,25,25,4,67,16
"9acb8be8",25,12,50,0.6,67,16
"b81319ae",71,14,0,2,33,7
"6bd2b10b",47,24,12,0.55,75,34
"90035368",82,45,0,1,100,11
"f0646814",17,0,NA,2,NA,12
"d4fcb23e",67,0,NA,3,67,12
"ac8c9050",39,11,0,2,40,18
"043c896b",48,40,6,1.67,83,40
"9c7e3711",53,24,0,4,100,17
"c1552cff",59,53,44,8,100,17
"559a6175",83,17,0,2,33,6
"01f3cb4c",52,43,22,2,75,21
"4a24f09b",56,33,0,2,0,9
"095a8b6c",46,0,NA,1.25,80,13
"43099f07",38,31,25,4,50,13
"e556db20",44,31,20,3,25,16
"1647fcd1",83,8,100,2.2,25,12
"2f9adeee",52,24,0,0.89,20,46
"bcdbfd71",88,38,0,0.25,25,8
"36336908",56,33,33,4,100,9
"76bbd6ef",46,17,14,2.8,20,41
"4958cced",51,0,NA,0.93,67,47
"278285ca",43,0,NA,0.33,67,14
"42aebccd",50,7,0,4,33,14
"e0c72b02",22,11,0,0,NA,9
"e904fd20",46,20,0,0.78,50,61
"849ab1c2",43,24,20,6,20,21
"d4004178",50,0,NA,1.25,45,31
"d49b9b82",36,15,14,2.29,58,95
"25c6b2d9",52,24,27,1.75,67,48
"a3379990",16,11,0,3,NA,38
"fa9a8b35",64,9,100,2,50,11
"ab3951d4",31,12,0,2,75,42
"137f87dd",27,27,67,2,0,11
"980565f4",78,22,50,2.75,75,9
"806cd92a",60,20,0,0,0,5
"b471187b",90,20,50,0.29,50,10
"7bb34df1",66,17,40,1.29,60,29
"e12387d6",91,64,14,1,67,12
"43ae4a39",33,17,0,1,67,12
"d1ac9655",86,64,22,3,100,19
"570477bc",100,0,NA,1,0,2
"bdfad87c",40,7,50,6,57,33
"7b495989",58,32,10,0.38,38,31
"3cbeb80e",100,100,33,2,0,3
"5bea142b",50,4,0,1.88,100,26
"a2f0ea64",39,11,0,0.25,33,18
"50bdbfea",34,24,22,0.75,67,38
"891750c4",100,33,0,0.5,33,3
"a3c70e39",44,11,0,1.67,20,18
"9f7488eb",50,25,0,4,33,12
"fa9607a1",60,24,33,1.75,71,28
"61804730",50,0,NA,0,0,2
"06e895fa",58,8,100,7,50,12
"13e0d13a",75,33,25,1.5,67,12
"b225801f",45,25,0,0.6,69,73
"c902f4ec",38,8,0,0.5,0,13
"1f6167ae",50,50,0,0,0,6
"cb36030e",40,15,12,1.43,33,52
"3e834aaa",68,56,36,4.4,25,50
"422d59fd",33,11,0,0.25,50,18
"7cfce782",42,23,0,6,64,66
"e1845d68",50,33,50,2,33,6
"cf0022c6",100,33,0,2,100,3
"55ba51bc",100,0,NA,3,NA,3
"4e5f2825",50,22,0,4,25,18
"0f407003",52,24,14,1,55,29
"9ba65b97",36,14,0,4,57,69
"837d8fbf",50,44,14,0.67,100,16
"e669c927",50,31,60,6,0,16
"e70cdb0e",100,29,0,3.5,0,7
"3aa55edf",52,44,17,3,60,28
"2aafb7da",50,0,NA,0,0,2
"7b0467ee",50,0,NA,1,100,2
"63ed73e1",100,50,0,1,NA,2
"49fa238d",0,0,NA,0,NA,2
"c8d39930",100,0,NA,3,100,2
"7c2b6485",38,25,25,3,0,16
"ef20be1e",50,12,0,5,75,16
"3167f077",50,0,NA,0,0,2
"a179985c",64,18,25,9,40,24
"1e52b293",100,0,NA,1,0,1
"355a1fb4",67,48,23,3,67,27
"29273da3",100,0,NA,0,0,1
"454d637a",50,17,0,0,50,6
"6d589dad",83,33,50,4,50,6
"e308a862",0,0,NA,0,NA,1
"e0016894",100,100,0,0,100,1
"656c3a8a",100,100,0,0,0,1
"6723c58e",59,12,50,1.57,83,17
"2cbf40eb",78,22,50,0.86,20,9
"6fde91e7",58,26,0,2,67,19
"299e2e24",34,20,0,4,57,44
"9f3535cd",54,31,25,4,67,13
"f86c6f6a",60,15,0,2,50,20
"563dc680",100,100,0,0,0,1
"1c2dfc4c",55,50,10,3,60,20
"fe2fde5f",100,50,0,1,100,2
"6b284cd5",100,100,100,1,0,1
"b61d8457",100,100,100,3,100,1
"4fda3ea5",0,0,NA,0,NA,1
"61a81467",52,12,0,0.29,78,33
"48e1bbc2",50,25,0,9,33,24
"6c838b5e",33,0,NA,1,0,3
"1ac305d3",67,0,NA,1.5,100,3
"b46fd4b8",100,100,100,3,0,1
"9b2135a8",41,41,14,1,0,18
"b1542298",45,5,0,0.67,100,20
"6eb7645e",17,17,25,4,100,23
"e6ed34ee",100,100,100,1,0,1
"9175a960",56,48,0,1.5,75,50
"f46b8a68",44,31,19,0.82,50,68
"649a3ddd",35,10,50,9,33,20
"c74f6dfe",58,12,33,10,100,24
"1180b065",67,33,100,1,NA,3
"01021a5d",75,75,67,4,0,4
"f87cfdf6",75,25,0,0,100,4
"a46a58ca",62,12,40,1,45,42
"0f1ef378",25,12,100,1,33,8
"c241cafb",38,26,0,2,60,34
"255e3e32",32,21,0,2.33,33,34
"1aac0c04",50,0,NA,0,0,10
"c021b7c2",77,38,0,3.5,50,14
"48ea09a5",54,15,50,2,33,13
"c064f6a2",41,3,0,0.88,78,58
"b26e1abf",33,33,0,2,25,15
"58977474",60,34,8,6.5,50,35
"06e47f18",64,29,0,0.17,50,14
"e011af31",45,20,0,4,50,20
"7baba1c2",32,8,0,1.67,67,25
"0a1c207d",100,67,0,0,0,3
"59a250c4",56,39,43,5,100,18
"4c7f538b",75,58,14,2,57,12
"2c37a921",67,33,0,1,0,3
"4cbe5f65",38,38,40,1.25,50,13
"cf8f8684",62,23,0,2,60,13
"52a21643",100,33,0,5,100,3
"11313f3b",67,33,100,1,NA,3
"373fc522",43,30,0,3,14,37
"a38e5609",54,27,0,5,50,37
"0b2ca9c6",54,15,0,2.5,0,14
"3153c2de",53,20,0,1,0,15
"efe520bc",55,16,0,7.5,80,34
"43702f99",64,18,50,6,100,11
"a0fb38b6",100,0,NA,1,0,1
"759c0061",95,90,50,11,50,20
"5ed9e143",50,41,0,0,25,32
"330d1a38",32,17,9,2.33,71,82
"143759a0",70,47,14,1,43,30
"e9dece3e",75,25,0,0.5,0,4
"9c81e37f",100,100,0,0,0,1
"4fd4ac62",27,18,11,2.5,75,50
"8f0b125b",22,13,67,4,0,23
"7b3a2f98",62,38,0,0.67,40,13
"20c890fc",57,23,43,6,40,30
"7a6d4ce2",35,20,50,0.8,80,20
"b4533683",51,31,18,4,60,36
"1ae57009",68,64,6,5,60,25
"d62f203a",40,12,33,6,67,25
"56fc1313",25,0,NA,0,100,4
"e86ea266",25,0,NA,3,100,4
"bcc5d45e",73,0,NA,0.88,29,15
"0a9d8e4a",61,48,10,2.57,62,61
"ee74eb07",43,21,33,5,50,14
"0e4cf13a",100,0,NA,1,0,1
"68071a76",70,15,33,1.11,43,20
"c91d8f3f",100,0,NA,0,0,2
"905aa42f",61,61,9,3,67,18
"6f415f01",70,48,0,1.09,64,27
"b4e3fc46",71,0,NA,2,50,7
"be7b71ec",50,42,0,5,50,24
"39798464",29,17,0,2,50,24
"b3dd9303",24,14,0,3,75,21
"241345c3",42,32,17,4,0,19
"4bdf090a",22,17,0,0.33,67,19
"b3d74dea",58,42,0,2,60,19
"9a79922b",62,25,0,0.5,33,8
"b6ed6b4e",52,43,44,6,25,21
"ace006de",11,0,NA,1,NA,9
"f0d40dab",57,29,0,0,0,14
"2329c445",48,24,25,5.67,57,33
"9d18e1d2",33,0,NA,1,0,4
"72203ad0",67,42,0,2,0,12
"4067166d",42,29,19,7,43,55
"c028b18c",61,8,0,1,64,36
"93547353",55,25,40,2,50,20
"0e059656",90,40,25,3.5,100,10
"70acb0d3",100,0,NA,0,0,1
"94b556bc",53,0,NA,5,80,32
"01eb8dfe",35,35,0,2,0,17
"41b2746d",50,50,0,0,0,2
"e98b3c56",36,15,11,1.43,62,63
"f17da2f7",46,15,0,1,33,13
"abf7fb9a",29,29,0,0,0,7
"8bba6be4",100,0,NA,3,0,2
"45bb5f9a",57,43,22,0.83,75,21
"083be205",71,57,50,1,33,7
"ec8d5d39",40,0,NA,2.33,60,30
"b3450a53",100,0,NA,0,100,3
"b2a46e93",67,33,100,4,0,3
"736d4926",28,17,0,0,80,36
"f53f1dd6",39,32,0,2,40,29
"b25a18ea",48,24,17,3,50,25
"da011bb1",52,18,17,2.5,67,33
"65a019f5",47,13,50,6,0,15
"e0bc4fac",44,12,0,0.33,0,16
"caf55f65",48,33,0,0,50,21
"6a59c919",67,33,0,3,0,3
"b93ed987",43,14,100,4,0,7
"bb990376",36,0,NA,0.26,56,28
"d99f00ed",50,29,12,1,57,28
"3890b0e4",67,42,10,9,38,24
"0f3837e0",88,33,12,4,88,28
"fe9b0514",33,33,75,4,0,12
"94cba32d",65,41,0,2,67,17
"3d2abd6a",20,20,0,0,0,5
"fe428ab1",67,67,33,1,100,9
"267ff7a1",44,0,NA,2,0,9
"802e84fb",50,0,NA,0.62,38,22
"bf782fe6",39,19,17,3,67,31
"b7ba9de5",70,20,0,1,0,10
"e727eeb1",67,0,NA,0.67,100,3
"4a521e36",67,33,100,3,NA,3
"c909e28b",38,23,0,3,50,13
"fefabe4a",38,22,14,1.17,57,32
"118d0a1b",53,32,17,2,100,20
"75211552",64,43,0,2,33,14
"1a28c4b7",44,22,0,1,0,18
"b32e4734",33,33,0,0,0,3
"d8b29fe2",50,12,0,0,75,8
"2f8b6a99",36,14,0,4,57,23
"85b92b38",43,0,NA,1,0,7
"95b26cf8",43,14,0,2,100,7
"471fd366",100,100,0,0,0,1
"c0e29597",43,10,0,2.17,62,42
"a97664c3",58,32,17,0.8,62,19
"d6a85317",100,25,0,1.5,0,4
"1a66720c",75,25,0,1.25,100,4
"58320afa",25,25,0,3,0,9
"c35fa059",50,50,0,0,0,5
"4436f83c",100,0,NA,3,0,1
"f959fb17",56,44,0,0.33,33,9
"1470461f",38,3,100,3.2,75,34
"a818eb42",58,42,60,7,0,12
"a7f90a65",53,40,29,2.5,58,60
"a5ff3d2d",100,100,0,0,0,1
"cbd7d8f3",57,27,75,5.67,75,30
"28f70659",54,31,12,3.5,67,34
"a9f86880",67,33,0,0,0,3
"b7f6528a",40,27,10,2.5,36,78
"a952c4e0",44,0,NA,0.5,20,16
"64daa912",57,0,NA,1,0,8
"2e1d3dbe",67,33,50,2.5,67,6
"02fd7ce1",50,0,NA,1,0,2
"0a84ef2c",57,43,0,1,0,7
"ebd2ddaa",43,14,0,4,100,7
"bfc1b8c3",62,24,40,2.5,83,21
"4743c046",67,17,0,0.5,25,16
"4ae216f5",50,17,0,0,0,6
"7e680352",50,50,0,0,100,2
"7b42e559",50,0,NA,3,100,2
"aa4a0082",100,40,100,3,100,5
"729c71c9",40,0,NA,1.5,NA,5
"20f69cb4",100,100,0,0,100,1
"24f29382",0,0,NA,0,NA,1
"25c3dab8",62,38,40,4,0,13
"bec650f3",46,15,0,3,100,13
"c98315f0",100,50,0,1,100,2
"e6bfd5eb",0,0,NA,0,NA,2
